Gene	chr	start	end	chain	CGC_status	Alias	Gene_illustration	Gene_type	Gene_loci	Ensembl_gene_loci	RefSeq	Pubmed
KRTAP10-9	chr21	46047040	46048210	+	NA	KAP10.9,KAP18.9,KRTAP18-9,KAP18-9,KRTAP10.9,KRTAP18.9	keratin associated protein 10-9	gene with protein product	21q22.3	ENSG00000221837	NM_198690	
LCN9	chr9	138555168	138557949	+	NA	HEL129,EPIDIDYMAL-SPECIFIC LIPOCALIN-9	lipocalin 9	gene with protein product	9q34.3	ENSG00000148386	NM_001001676	15363845
AMY1B	chr1	104230037	104239076	-	NA	AMY1	amylase, alpha 1B (salivary)	gene with protein product	1p21.1	ENSG00000174876	NM_001008218	
KRTAP2-2	chr17	39210750	39211482	-	NA	KAP2.2,KRTAP2.2	keratin associated protein 2-2	gene with protein product	17q21.2	ENSG00000214518	NM_033032	
KLF17	chr1	44584522	44600812	+	NA	ZFP393,ZNF393,FLJ40160	Kruppel like factor 17	gene with protein product	1p34.1	ENSG00000171872	NM_173484	16460907
AHRR	chr5	304291	438406	+	NA	AHH,CYP1A1,AHHR,BHLHE77,KIAA1234	aryl-hydrocarbon receptor repressor	gene with protein product	15q24.1	ENSG00000140465	NM_000499	1070014|11423533
H2BFM	chrX	103294516	103297021	+	NA	NA	H2B histone family member M	gene with protein product	Xq22.2	ENSG00000101812	XM_210048	
OR52D1	chr11	5509915	5510979	+	NA	OR11-43	olfactory receptor family 52 subfamily D member 1	gene with protein product	11p15.4	ENSG00000181609	NM_001005163	
OR4A5	chr11	51411448	51412395	-	NA	OR11-111	olfactory receptor family 4 subfamily A member 5	gene with protein product	11q11	ENSG00000221840	NM_001005272	
TEX13A	chrX	104463611	104465358	-	NA	NA	testis expressed 13A	gene with protein product	Xq22.3	ENSG00000268629	NM_031274	11279525
OOEP	chr6	74078278	74104816	-	NA	C6ORF156,FLOPED,HOEP19,KHDC2,EM:AC019205.2,OEP19	oocyte expressed protein	gene with protein product	6q13	ENSG00000203907	NM_001080507	17913455
RNF222	chr17	8294027	8301144	-	NA	NA	ring finger protein 222	gene with protein product	17p13.1	ENSG00000189051	NM_001146684.2	
HPX	chr11	6452279	6462294	-	NA	HX	hemopexin	gene with protein product	11p15.4	ENSG00000110169	NM_000613	2989777|2842511
IFNB1	chr9	21077104	21077962	-	NA	IFB,IFF,IFN-BETA,IFNB	interferon beta 1	gene with protein product	9p21.3	ENSG00000171855	NM_002176	
DLGAP4	chr20	34894258	35157040	+	NA	DAP4,DAP-4,DLP4,SAPAP-4,SAPAP4,KIAA0964	DLG associated protein 4	gene with protein product	20q11.23	ENSG00000080845	NM_014902	9115257
CRYGC	chr2	208992861	208994554	-	NA	CRYG3,CTRCT2	crystallin gamma C	gene with protein product	2q33.3	ENSG00000163254	NM_020989	
BIRC8	chr19	53792854	53794879	-	NA	HILP2,ILP-2,ILP2,INHIBITOR OF APOPTOSIS-LIKE PROTEIN 2	baculoviral IAP repeat containing 8	gene with protein product	19q13.42	ENSG00000163098	NM_033341	11390657
NCR2	chr6	41303393	41318596	+	NA	CD336,DJ149M18.1,LY95,NK-P44,NKP44	natural cytotoxicity triggering receptor 2	gene with protein product	6p21.1	ENSG00000096264	NM_001199509	10049942
EPX	chr17	56270098	56282535	+	NA	EPP,EPO,EPX-PEN,EPXD,EPER	eosinophil peroxidase	gene with protein product	17q22	ENSG00000121053	NM_000502	2550461|2541222
SLC25A31	chr4	128651533	128695454	+	NA	AAC4,ANT 4,ANT4,SFEC35KDA,DKFZP434N1235,SFEC	solute carrier family 25 member 31	gene with protein product	4q28.1	ENSG00000151475	NM_031291	15670820
OR4A15	chr11	55135360	55136394	+	NA	OR11-118	olfactory receptor family 4 subfamily A member 15	gene with protein product	11q11	ENSG00000181958	NM_001005275	
C8B	chr1	57394885	57431813	-	NA	C82	complement C8 beta chain	gene with protein product	1p32.2	ENSG00000021852	NM_000066	
NPSR1	chr7	34697897	34917944	+	NA	ASRT2,GPR154,GPRA,NPSR,PGR14,VRR1	neuropeptide S receptor 1	gene with protein product	7p14.3	ENSG00000187258	NM_207173	12679517|15073379
WIPF3	chr7	29846170	29956682	+	NA	CR16,FLJ36931	WAS/WASL interacting protein family member 3	gene with protein product	7p14.3	ENSG00000122574	NM_001080529	
PACSIN2	chr22	43265777	43411151	-	NA	SDPII,SYNDAPIN II	protein kinase C and casein kinase substrate in neurons 2	gene with protein product	22q13.2	ENSG00000100266	NM_007229	10431838|11082044
OR51F2	chr11	4842616	4843644	+	NA	OR11-23	olfactory receptor family 51 subfamily F member 2	gene with protein product	11p15.4	ENSG00000176925	NM_001004753	
FLJ43859	chr9	84543429	84549863	+	NA	SPATA31D4	NA	gene with protein product	9q21.32	ENSG00000189357	NM_001145197	NA
SLC41A2	chr12	105196331	105322433	-	NA	SLC41A1-L1,DKFZP434K0427	solute carrier family 41 member 2	gene with protein product	12q23.3	ENSG00000136052	NM_032148	
CNGA4	chr11	6255995	6263221	+	NA	CNG4,CNCA2,CNG-4,CNG5,CNGB2,OCNC2,OCNCB,OCNCBETA	cyclic nucleotide gated channel alpha 4	gene with protein product	11p15.4	ENSG00000132259	NM_001037329	11764791|16382102
CGB2	chr19	49535235	49536495	+	NA	NA	chorionic gonadotropin beta subunit 2	gene with protein product	19q13.33	ENSG00000104818	NM_033378	6194155
ATP6V1E2	chr2	46717889	46769317	-	NA	ATP6E1,ATP6EL2,ATP6V1EL2,VMA4,MGC9341	ATPase H+ transporting V1 subunit E2	gene with protein product	2p21	ENSG00000250565	NM_080653	12036578
NEUROD6	chr7	31377075	31380508	-	NA	ATOH2,BHLHA2,MATH-2,MATH2,NEX1,NEX1M	neuronal differentiation 6	gene with protein product	7p14.3	ENSG00000164600	NM_022728	12357074
ABCC11	chr16	48200821	48281305	-	NA	MRP8,EWWD,WW	ATP binding cassette subfamily C member 11	gene with protein product	16q12.1	ENSG00000121270	NM_032583	11483364|11435397
CYP4B1	chr1	47223510	47276522	+	NA	CYPIVB1,P-450HP	cytochrome P450 family 4 subfamily B member 1	gene with protein product	1p33	ENSG00000142973	NM_000779	
HNRPF	chr10	43881065	43904330	-	NA	HNRNPF	NA	gene with protein product	10q11.21	ENSG00000169813	NM_001098204	NA
OBP2B	chr9	136080667	136084637	-	NA	LCN14,OBPIIB,HOBPIIB	odorant binding protein 2B	gene with protein product	9q34.2	ENSG00000171102	NM_014581	
FRG2	chr4	190945506	190948409	-	NA	FRG2A	FSHD region gene 2	gene with protein product	4q35.2	ENSG00000205097	NM_001005217	12176321|15520407
CAPN12	chr19	39221071	39260544	-	NA	NA	calpain 12	gene with protein product	19q13.2	ENSG00000182472	NM_144691	
GGT2	chr22	21562263	21581926	-	NA	GGT 2,LOC102724197,GGT	gamma-glutamyltransferase 2	gene with protein product	22q11.21	ENSG00000133475	XM_001129377	8104871|18357469
CXORF27	chrX	37850070	37850569	+	NA	HYPM	NA	gene with protein product	Xp11.4	ENSG00000187516	NM_012274	NA
PEBP4	chr8	22570764	22785421	-	NA	CORK-1,CORK1,GWTM1933,HEL-S-300,HPEBP4,PEBP-4,PRO4408,MGC22776,COUSIN-OF-RKIP 1 PROTEIN	phosphatidylethanolamine binding protein 4	gene with protein product	8p21.3	ENSG00000134020	NM_144962	15302887|16865237
KRTAP5-7	chr11	71238313	71239720	+	NA	KRTAP5-3,KRTAP5.7,KAP5-7	keratin associated protein 5-7	gene with protein product	11q13.4	ENSG00000244411	NM_001012503	15144888
PAN3	chr13	28713170	28869472	+	NA	NLRP6	PAN3 poly(A) specific ribonuclease subunit	gene with protein product	13q12.2	ENSG00000152520	NM_175854	14583602
CRYBB1	chr22	26995242	27014052	-	NA	CATCN3,CTRCT17	crystallin beta B1	gene with protein product	22q12.1	ENSG00000100122	NM_001887	8575764|12360425
TMPRSS11E	chr4	69313167	69363322	+	NA	DESC1,TMPRSS11E2	transmembrane protease, serine 11E	gene with protein product	4q13.2	ENSG00000087128	NM_014058	15328353
SOX6	chr11	15987995	16497935	-	NA	HSSOX6,SOXD	SRY-box 6	gene with protein product	11p15.3	ENSG00000110693	NM_033326	11255018
SPRYD5	chr11	55650773	55659286	+	NA	TRIM51	NA	gene with protein product	11q12.1	ENSG00000124900	NM_032681	NA
LOXHD1	chr18	44057223	44236996	-	NA	DFNB77,LH2D1,FLJ32670	lipoxygenase homology domains 1	gene with protein product	18q21.1	ENSG00000167210	NM_144612	19732867
HTR3B	chr11	113775399	113817287	+	NA	5-HT3B	5-hydroxytryptamine receptor 3B	gene with protein product	11q23.2	ENSG00000149305	NM_006028	9950429|10521471
SPRR2D	chr1	153012220	153014407	-	NA	NA	small proline rich protein 2D	gene with protein product	1q21.3	ENSG00000163216	NM_006945	8325635
DNAJC5G	chr2	27498343	27504367	+	NA	CSP-GAMMA,FLJ40417	DnaJ heat shock protein family (Hsp40) member C5 gamma	gene with protein product	2p23.3	ENSG00000163793	NM_173650	
DEFB103B	chr8	7286410	7287870	-	NA	NA	defensin beta 103B	gene with protein product	8p23.1	ENSG00000177243	NM_018661	
KLK2	chr19	51364824	51379895	+	NA	HGK-1,HK2,KLK2A2	kallikrein related peptidase 2	gene with protein product	19q13.33	ENSG00000167751	NM_005551.3	2468530|16800724|16800723
OR2A4	chr6	132021609	132022541	-	NA	OR2A10	olfactory receptor family 2 subfamily A member 4	gene with protein product	6q23.2	ENSG00000180658	NM_030908	
PLA2G2A	chr1	20301931	20306909	-	NA	MOM1,PLA2B,PLA2L,PLA2S,PLAS1,SPLA2,RASF-A	phospholipase A2 group IIA	gene with protein product	1p36.13	ENSG00000188257	NM_000300	8838795
AMH	chr19	2249310	2252072	+	NA	MIF,MIS	anti-Mullerian hormone	gene with protein product	22q11.23	ENSG00000240972	NM_002415	3754790|18784351
C4BPA	chr1	207277607	207318317	+	NA	C4BP	complement component 4 binding protein alpha	gene with protein product	1q32.2	ENSG00000123838	NM_000715	
SSX5	chrX	48045656	48056199	-	NA	NA	SSX family member 5	gene with protein product	Xp11.23	ENSG00000165583	NM_021015	
CLEC19A	chr16	19297061	19333467	+	NA	NA	C-type lectin domain containing 19A	gene with protein product	16p12.3	ENSG00000261210	NM_00125672	
LCE3E	chr1	152538130	152539248	-	NA	LEP17	late cornified envelope 3E	gene with protein product	1q21.3	ENSG00000185966	NM_178435	11698679
IFNA14	chr9	21239001	21239990	-	NA	IFN-ALPHAH,LEIF2H	interferon alpha 14	gene with protein product	9p21.3	ENSG00000228083	NM_002172	1385305
YIPF7	chr4	44624082	44653645	-	NA	FINGER9,FLJ39576,YIP1B	Yip1 domain family member 7	gene with protein product	4p12	ENSG00000177752	NM_182592	
SPANXB2	chrX	140084756	140085871	+	NA	SPANXB1	NA	gene with protein product	Xq27.1	ENSG00000227234	NM_032461	NA
OR52N5	chr11	5798864	5799897	-	NA	OR11-62,OR52N5Q	olfactory receptor family 52 subfamily N member 5	gene with protein product	11p15.4	ENSG00000181009	NM_001001922	
DNMT3L	chr21	45666222	45682099	-	NA	MGC1090,CYTOSINE-5-METHYLTRANSFERASE 3-LIKE PROTEIN	DNA methyltransferase 3 like	gene with protein product	21q22.3	ENSG00000142182	NM_013369	10857753
DUSP21	chrX	44703250	44704134	+	NA	LMWDSP21	dual specificity phosphatase 21	gene with protein product	Xp11.3	ENSG00000189037	NM_022076	12408986
LIPF	chr10	90424198	90438568	+	NA	HLAL,GASTRIC TRIACYLGLYCEROL LIPASE	lipase F, gastric type	gene with protein product	10q23.31	ENSG00000182333	NM_001198828	3304425|9186906
KRT37	chr17	39577005	39580775	-	NA	HA7,K37,KRTHA7,HHA7,HKA7	keratin 37	gene with protein product	17q21.2	ENSG00000108417	NM_003770	9756910|16831889
APCS	chr1	159557615	159558655	+	NA	HEL-S-92N,PTX2,MGC88159,PENTRAXIN-2	amyloid P component, serum	gene with protein product	1q23.2	ENSG00000132703	NM_001639	2987268
CEACAM6	chr19	42259329	42276113	+	NA	NCA,CD66C,CEAL	carcinoembryonic antigen related cell adhesion molecule 6	gene with protein product	19q13.2	ENSG00000086548	NM_002483	
LCAT	chr16	67973653	67978034	-	NA	PHOSPHATIDYLCHOLINE--STEROL O-ACYLTRANSFERASE	lecithin-cholesterol acyltransferase	gene with protein product	16q22.1	ENSG00000213398	NM_000229	
CYP2F1	chr19	41620337	41634159	+	NA	C2F1,CYP2F,CYPIIF1	cytochrome P450 family 2 subfamily F member 1	gene with protein product	19q13.2	ENSG00000197446	NM_000774	
MOGAT2	chr11	75428864	75442660	+	NA	DGAT2L5,DGAT2L5.,HDC5,MGAT2,FLJ22644,DC5	monoacylglycerol O-acyltransferase 2	gene with protein product	11q13.5	ENSG00000166391	NM_025098	14970677
HEMGN	chr9	100689073	100707138	-	NA	NDR,CT155,EDAG,EDAG-1	hemogen	gene with protein product	9q22.33	ENSG00000136929	NM_197978	
GUCY2C	chr12	14765566	14849519	-	NA	DIAR6,GUC2C,MECIL,MUCIL,STAR	guanylate cyclase 2C	gene with protein product	8p11.23	ENSG00000147465	NM_000349	8661067
CA1	chr8	86239837	86291243	-	NA	CA-I,CAR1,HEL-S-11	carbonic anhydrase 1	gene with protein product	8q21.2	ENSG00000133742	NM_001738	1916821
PXT1	chr6	36358328	36410666	-	NA	STEPP	peroxisomal, testis specific 1	gene with protein product	6p21.31	ENSG00000179165	NM_152990	
OR5AC2	chr3	97806017	97806946	+	NA	HSA1	olfactory receptor family 5 subfamily AC member 2	gene with protein product	3q11.2	ENSG00000196578	NM_054106	
CHIT1	chr1	203181955	203241937	-	NA	CHI3,CHIT,CHITD,CHITOTRIOSIDASE	chitinase 1	gene with protein product	1q32.1	ENSG00000133063	NM_003465	9748235|9492324
OTOR	chr20	16730019	16750707	+	NA	FDP,MIAL1,MIAL	otoraplin	gene with protein product	20p12.1	ENSG00000125879	NM_020157	10873378
C6ORF58	chr6	127840600	127899852	+	NA	LEG1,LIVER ENRICHED GENE 1 HOMOLOG	chromosome 6 open reading frame 58	gene with protein product	6q22.33	ENSG00000184530	NM_001010905	26901320
GDF5OS	chr20	34020827	34023248	+	NA	NA	growth differentiation factor 5 opposite strand	unknown	20q11.22	ENSG00000204183	NG_008076	
SLC22A25	chr11	62931248	62997124	-	NA	HIMTP,UST6,MGC120420	solute carrier family 22 member 25	gene with protein product	11q12.3	ENSG00000196600	NM_199352	17714910
RUNX1-IT1		NA	NA		NA	C21ORF96	RUNX1 intronic transcript 1	RNA, long non-coding	21q22.12		NR_026812	
RRH	chr4	110749150	110765760	+	NA	PEROPSIN	retinal pigment epithelium-derived rhodopsin homolog	gene with protein product	4q25	ENSG00000180245	NM_006583	9275222
DEFB116	chr20	29891015	29896388	-	NA	DEFB-16,DEFB16,DEFENSIN, BETA 16	defensin beta 116	gene with protein product	20q11.21	ENSG00000215545	NM_001037731	11854508|16033865
MUC16	chr19	8959520	9092018	-	CGC OG	CA125,FLJ14303	mucin 16, cell surface associated	gene with protein product	19p13.2	ENSG00000181143	NM_024690	11369781
SCGB2A2	chr11	62037627	62040628	+	NA	MGB1,UGB2,MGC71974	secretoglobin family 2A member 2	gene with protein product	11q12.3	ENSG00000110484	NM_002411	9488047|8631025|22155607
KRT26	chr17	38922490	38928414	-	NA	CK26,K25,K25IRS2,K26,KRT25B	keratin 26	gene with protein product	17q21.2	ENSG00000186393	NM_181539	16831889
OR7D4	chr19	9324526	9325547	-	NA	HG105,OR19-B,OR19B,OR7D4P	olfactory receptor family 7 subfamily D member 4	gene with protein product	19p13.2	ENSG00000174667	NM_001005191	
DEFB126	chr20	123010	126392	+	NA	BA530N10.1,C20ORF8,DEFB-26,DEFB26,HBD-26,HBD26	defensin beta 126	gene with protein product	20p13	ENSG00000125788	NM_030931	11854508
PLS1	chr3	142315229	142432506	+	NA	I-PLASTIN,PLASTIN-1	plastin 1	gene with protein product	3q23	ENSG00000120756	NM_002670	8139549
PDIA2	chr16	333152	337215	+	NA	PDA2,PDIP	protein disulfide isomerase family A member 2	gene with protein product	16p13.3	ENSG00000185615	NM_006849	8561901
SPRR2E	chr1	153065611	153078660	-	NA	NA	small proline rich protein 2E	gene with protein product	1q21.3	ENSG00000203785	NM_001024209	8325635
SCN11A	chr3	38887260	38992052	-	NA	FEPS3,HSAN7,NAN,NAV1.9,PN5,SCN12A,SNS-2,SNS2	sodium voltage-gated channel alpha subunit 11	gene with protein product	3p22.2	ENSG00000168356	NM_014139	10444332|16382098
FSCB	chr14	44973545	44976482	-	NA	C14ORF155,DKFZP434F1017	fibrous sheath CABYR binding protein	gene with protein product	14q21.2	ENSG00000189139	NM_032135	17855365
KRTAP5-9	chr11	71259464	71260599	+	NA	KRN1,KRTAP5-1,KRTAP5-3,KAP5.9,UHSK1	keratin associated protein 5-9	gene with protein product	11q13.4	ENSG00000254997	NM_005553	15144888
OR1K1	chr9	125562402	125563352	+	NA	OR1L6,HG99,MNAB	olfactory receptor family 1 subfamily K member 1	gene with protein product	9q33.2	ENSG00000171459	NM_001004453	
FSHB	chr11	30252563	30256808	+	NA	HH24,FOLLITROPIN, BETA CHAIN	follicle stimulating hormone beta subunit	gene with protein product	11p14.1	ENSG00000131808	NM_000510	2885163|3151250
OR2G3	chr1	247768888	247769817	+	NA	OR1-33	olfactory receptor family 2 subfamily G member 3	gene with protein product	1q44	ENSG00000177476	NM_001001914	
FRMD1	chr6	168456485	168482209	-	NA	BA164L23.1,DKFZP434O0117,FLJ00181,FLJ22615,FLJ40260	FERM domain containing 1	gene with protein product	6q27	ENSG00000153303	NM_024919	
OR1F2	chr16	3265611	3266543	+	NA	OR1F2P	NA	pseudogene	16p13.3	ENSG00000203581	NR_002169	NA
INSL4	chr9	5231419	5235304	+	NA	EPIL,PLACENTIN	insulin like 4	gene with protein product	9p24.1	ENSG00000120211	NM_002195	8666396|9730618
KRTAP10-5	chr21	45999332	46000481	-	NA	KAP10.5,KAP18-5,KAP18.5,KRTAP10.5,KRTAP18-5,KRTAP18.5	keratin associated protein 10-5	gene with protein product	21q22.3	ENSG00000241123	NM_198694	
LRRC37A2	chr17	44588877	44633016	+	NA	LRRC37,FLJ45049,C114 SLIT-LIKE TESTICULAR PROTEIN	leucine rich repeat containing 37 member A2	gene with protein product	17q21.31	ENSG00000238083	NM_001006607	
TBC1D21	chr15	74165968	74181555	+	NA	MGCRABGAP,MGC34741,MALE GERM CELL-SPECIFIC EXPRESSED, CONTAINING A RABGAP DOMAIN	TBC1 domain family member 21	gene with protein product	15q24.1	ENSG00000167139	NM_153356	21128978
ADAD1	chr4	123300168	123350939	+	NA	TENR	adenosine deaminase domain containing 1	gene with protein product	4q27	ENSG00000164113	NM_139243	7543294|9541871
ZGLP1	chr19	10415479	10420556	-	NA	GLP1,GLP-1,GATAD3,GATA ZINC FINGER DOMAIN CONTAINING 3	zinc finger, GATA-like protein 1	gene with protein product	19p13.2	ENSG00000220201	NM_001103167	16982049
STH	chr17	44076616	44077060	+	NA	MAPTIT,MICROTUBULE-ASSOCIATED PROTEIN TAU (MAPT) INTRONIC TRANSCRIPT	saitohin	gene with protein product	17q21.31	ENSG00000256762	NM_001007532	12032355|16186110
LRRC30	chr18	7231123	7232045	+	NA	NA	leucine rich repeat containing 30	gene with protein product	18p11.23	ENSG00000206422	XM_292678	
CNTRL	chr9	123837290	123939886	+	NA	BA165P4.1,CEP110	centriolin	gene with protein product	9q33.2	ENSG00000119397	NM_007018	10688839
GRP94C	chr1	92108073	92109639	+	NA	HSP90B3P	NA	pseudogene	1p22.1	ENSG00000203914	XR_000203	NA
SEC14L3	chr22	30843946	30868004	-	NA	TAP2,TOCOPHEROL-ASSOCIATED PROTEIN 2	SEC14 like lipid binding 3	gene with protein product	6p21.32	ENSG00000204267	NM_000544	12757856|15040456|17428729
BEST1	chr11	61717842	61732987	+	NA	ARB,BEST,RP50,TU15B,VMD2	bestrophin 1	gene with protein product	11q12.3	ENSG00000167995	NM_004183	1302019|17003041
UGT2A1	chr4	70454912	70518967	-	NA	UDPGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus	gene with protein product	4q13.3	ENSG00000173610	NM_006798	10359671
PDE6H	chr12	15125956	15134799	+	NA	ACHM6,RCD3	phosphodiesterase 6H	gene with protein product	12p13	ENSG00000139053	NM_006205	8786098
NPHS1	chr19	36316866	36342739	-	NA	CNF,NEPHRIN,NPHN	NPHS1, nephrin	gene with protein product	19q13.12	ENSG00000161270	NM_004646	9915943|9660941
TREH	chr11	118528026	118550382	-	NA	TRE,TREA,MGC129621,ALPHA,ALPHA-TREHALOSE GLUCOHYDROLASE	trehalase	gene with protein product	11q23.3	ENSG00000118094	NM_007180	9427547
CALHM3	chr10	105232561	105238997	-	NA	BA225H22.7,FAM26A	calcium homeostasis modulator 3	gene with protein product	10q24.33	ENSG00000183128	NM_182494	18585350
OR6B3	chr2	240984494	240985489	-	NA	OR6B3P,OR6B3Q	olfactory receptor family 6 subfamily B member 3	gene with protein product	2q37.3	ENSG00000178586	NM_173351	
CYP1A2	chr15	75041185	75048543	+	NA	CP12,P3-450,P450(PA)	cytochrome P450 family 1 subfamily A member 2	gene with protein product	15q24.1	ENSG00000140505	NM_000761	15128046
ACER1	chr19	6306153	6333640	-	NA	ALKCDASE1,ASAH3	alkaline ceramidase 1	gene with protein product	19p13.3	ENSG00000167769	NM_133492	12783875
GP2	chr16	20320894	20338902	-	NA	ZAP75	glycoprotein 2	gene with protein product	16p12.3	ENSG00000169347	NM_016295	9605860
OR13J1	chr9	35869260	35870598	-	NA	OR9-2	olfactory receptor family 13 subfamily J member 1	gene with protein product	9p13.3	ENSG00000168828	NM_001004487	
NMS	chr2	101086944	101099742	+	NA	PREPRO-NMS	neuromedin S	gene with protein product	2q11.2	ENSG00000204640	NM_001011717	15635449
AQP8	chr16	25227052	25240253	+	NA	AQP-8	aquaporin 8	gene with protein product	16p12.1	ENSG00000103375	NM_001169	9806845|10393433
MS4A10	chr11	60552821	60568778	+	NA	MS4A12,CD20L7,MS4A9	membrane spanning 4-domains A10	gene with protein product	11q12	ENSG00000071203	NM_001164470	11486273|11401424
PKD1P6-NPIPP1		NA	NA		NA	NA	NA	NA	NA	NA	NA	NA
LCE2A	chr1	152670840	152671918	+	NA	LEP9	late cornified envelope 2A	gene with protein product	1q21.3	ENSG00000187173	NM_178428	11698679
ASMT	chrX	1733894	1761974	+	NA	ASMTY,HIOMT,HIOMTY	acetylserotonin O-methyltransferase	gene with protein product	Xp22.3 and Yp11.3	ENSG00000196433	NM_004043	8397829|7989373
VPREB1	chr22	22599087	22599927	+	NA	CD179A,IGI,VPREB	V-set pre-B cell surrogate light chain 1	gene with protein product	22q11.22	ENSG00000169575	NM_001303509	3139558
KLK14	chr19	51580752	51587502	-	NA	KLK-L6,KLKL6	kallikrein related peptidase 14	gene with protein product	19q13.41	ENSG00000129437	NM_022046	16800724|16800723
